station_id,requested_datetime_utc,datetime_ict,date_utc,hour_utc,hour_ict,status,message,n_levels,surface_pressure_hPa,top_pressure_hPa,max_height_m,pressure_monotonic_decreasing,temperature_valid_n,dewpoint_valid_n,wind_valid_n,wind_speed_source_unit,raw_text_file,profile_csv_file,source_endpoint
48327,2024-04-26 06:00:00,2024-04-26 13:00:00,2024-04-26,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-26_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-26_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-26 12:00:00,2024-04-26 19:00:00,2024-04-26,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-26_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-26_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-27 00:00:00,2024-04-27 07:00:00,2024-04-27,0,7,downloaded,downloaded and parsed successfully,75.0,973.0,27.0,24558.0,True,75.0,75.0,75.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-27_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-27_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-27 06:00:00,2024-04-27 13:00:00,2024-04-27,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-27_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-27_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-27 12:00:00,2024-04-27 19:00:00,2024-04-27,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-27_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-27_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-28 00:00:00,2024-04-28 07:00:00,2024-04-28,0,7,downloaded,downloaded and parsed successfully,64.0,972.0,50.8,20601.0,True,64.0,64.0,63.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-28_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-28_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-28 06:00:00,2024-04-28 13:00:00,2024-04-28,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-28_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-28_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-28 12:00:00,2024-04-28 19:00:00,2024-04-28,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-28_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-28_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-29 00:00:00,2024-04-29 07:00:00,2024-04-29,0,7,downloaded,downloaded and parsed successfully,77.0,974.0,33.4,23193.0,True,77.0,77.0,77.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-29_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-29_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-29 06:00:00,2024-04-29 13:00:00,2024-04-29,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-29_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-29_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-29 12:00:00,2024-04-29 19:00:00,2024-04-29,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-29_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-29_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-30 00:00:00,2024-04-30 07:00:00,2024-04-30,0,7,downloaded,downloaded and parsed successfully,78.0,971.0,30.4,23803.0,True,78.0,78.0,78.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-30_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-30_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-30 06:00:00,2024-04-30 13:00:00,2024-04-30,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-30_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-30_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-30 12:00:00,2024-04-30 19:00:00,2024-04-30,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-30_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-30_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
